Rk,Player,Pos,Squad,Age,Club,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,PlayerID,AstPer90,G+APer90,GlsPer90,G-PKPer90,G+A-PKPer90,SecondPos
608,Nuno Mendes,DF,pt Portugal,23.0,1.fr PSG,2002.0,5.0,5.0,395.0,4.4,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,f20e4cc9,0.0,0.23,0.23,0.23,0.23,N/A
609,Ryan Mendes,FW,cv Cabo Verde,36.0,2.tr 76 Iğdır Belediyespor,1990.0,4.0,4.0,330.0,3.7,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,ba6e01ab,0.27,0.27,0.0,0.0,0.27,MF
610,Édouard Mendy,GK,sn Senegal,34.0,1.sa Al-Ahli,1992.0,2.0,2.0,152.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33887998,0.0,0.0,0.0,0.0,0.0,N/A
611,Gideon Mensah,DF,gh Ghana,27.0,1.fr Auxerre,1998.0,4.0,4.0,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9bdd8118,0.0,0.0,0.0,0.0,0.0,N/A
612,Mikel Merino,MF,es Spain,29.0,1.eng Arsenal,1996.0,8.0,1.0,199.0,2.2,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,d080ed5e,0.0,0.9,0.9,0.9,0.9,N/A
613,Lionel Messi,FW,ar Argentina,38.0,1.us Inter Miami,1987.0,8.0,7.0,740.0,8.2,8.0,4.0,12.0,8.0,0.0,2.0,0.0,0.0,d70ce98e,0.49,1.46,0.97,0.97,1.46,N/A
614,Connor Metcalfe,MF,au Australia,26.0,1.de St Pauli,1999.0,4.0,3.0,315.0,3.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,73ce4d7d,0.0,0.29,0.29,0.29,0.29,N/A
615,Thomas Meunier,DF,be Belgium,34.0,1.fr Lille,1991.0,3.0,2.0,190.0,2.1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,e162b013,0.47,0.47,0.0,0.0,0.47,N/A
616,Liam Millar,MF,ca Canada,26.0,2.eng Hull City,1999.0,3.0,2.0,162.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,983515f8,0.0,0.0,0.0,0.0,0.0,N/A
617,Kim Min-jae,DF,kr Korea Republic,29.0,1.de Bayern Munich,1996.0,3.0,3.0,245.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,e0f8151c,0.0,0.0,0.0,0.0,0.0,N/A
618,Yerry Mina,DF,co Colombia,31.0,1.it Cagliari,1994.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6d5701f2,0.0,0.0,0.0,0.0,0.0,N/A
619,Alan Minda,MF,ec Ecuador,23.0,1.br Atlético Mineiro,2003.0,1.0,1.0,55.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9cfd5b00,0.0,0.0,0.0,0.0,0.0,N/A
620,Aubrey Modiba,DF,za South Africa,30.0,1.za Sundowns,1995.0,4.0,4.0,346.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,bb1f97f2,0.0,0.0,0.0,0.0,0.0,N/A
621,Luka Modrić,MF,hr Croatia,40.0,1.it Milan,1985.0,4.0,4.0,317.0,3.5,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,6025fab1,0.28,0.28,0.0,0.0,0.28,N/A
622,Relebohile Mofokeng,MF,za South Africa,21.0,1.za Orlando Pirates,2004.0,3.0,2.0,169.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25c3fb97,0.0,0.0,0.0,0.0,0.0,N/A
623,Shahriar Moghanlou,FW,ir IR Iran,31.0,1.ae Al-Ittihad Kalba,1994.0,3.0,1.0,88.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92f69be8,0.0,0.0,0.0,0.0,0.0,N/A
624,Milad Mohammadi,DF,ir IR Iran,32.0,1.ir Persepolis,1993.0,3.0,2.0,205.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,740a0e28,0.0,0.0,0.0,0.0,0.0,N/A
625,Mohammad Mohebi,MF,ir IR Iran,27.0,1.ru Rostov,1998.0,3.0,3.0,244.0,2.7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,7b6b53c3,0.0,0.37,0.37,0.37,0.37,N/A
626,Johan Mojica,DF,co Colombia,33.0,1.es Mallorca,1992.0,4.0,4.0,390.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,608f2092,0.0,0.0,0.0,0.0,0.0,N/A
627,Teboho Mokoena,MF,za South Africa,29.0,1.za Sundowns,1997.0,3.0,3.0,270.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,00029b1e,0.0,0.33,0.33,0.0,0.0,N/A
628,Nahuel Molina,DF,ar Argentina,28.0,1.es Atlético Madrid,1998.0,7.0,5.0,528.0,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23610943,0.0,0.0,0.0,0.0,0.0,N/A
629,Jamiro Monteiro,MF,cv Cabo Verde,32.0,1.nl Zwolle,1993.0,4.0,3.0,281.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,d384bddd,0.0,0.0,0.0,0.0,0.0,N/A
630,César Montes,DF,mx Mexico,29.0,1.ru Loko Moscow,1997.0,4.0,4.0,314.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,28e957d7,0.0,0.0,0.0,0.0,0.0,N/A
631,Gonzalo Montiel,DF,ar Argentina,29.0,1.ar River Plate,1997.0,6.0,2.0,192.0,2.1,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,374d5158,0.47,0.47,0.0,0.0,0.47,N/A
632,Kim Moon-hwan,MF,kr Korea Republic,30.0,1.kr Daejeon Hana,1995.0,1.0,1.0,70.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6bce7dd8,0.0,0.0,0.0,0.0,0.0,N/A
633,Gilberto Mora,MF,mx Mexico,17.0,1.mx Tijuana,2008.0,4.0,3.0,213.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69c9ffe8,0.0,0.0,0.0,0.0,0.0,N/A
634,Diego Moreira,MF,be Belgium,21.0,1.fr Strasbourg,2004.0,1.0,0.0,58.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12de1b0d,0.0,0.0,0.0,0.0,0.0,N/A
635,Steven Moreira,DF,cv Cabo Verde,31.0,1.us Columbus Crew,1994.0,4.0,3.0,301.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,f10983ae,0.0,0.0,0.0,0.0,0.0,N/A
636,Tshepang Moremi,MF,za South Africa,25.0,1.za Orlando Pirates,2000.0,2.0,0.0,34.0,0.4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,546d38f9,2.65,2.65,0.0,0.0,2.65,N/A
637,Orlando Mosquera,GK,pa Panama,31.0,1.sa Al-Fayha,1994.0,3.0,3.0,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ea34d827,0.0,0.0,0.0,0.0,0.0,N/A
638,Samir El Mourabet,MF,ma Morocco,20.0,1.fr Strasbourg,2005.0,5.0,0.0,81.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1a03d055,0.0,0.0,0.0,0.0,0.0,N/A
639,Samuel Moutoussamy,MF,cd Congo DR,29.0,1.gr Atromitos,1996.0,4.0,4.0,330.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,af0c835b,0.0,0.0,0.0,0.0,0.0,N/A
640,Akmal Mozgovoy,MF,uz Uzbekistan,27.0,1.uz Pakhtakor Tashkent FK,1999.0,3.0,2.0,216.0,2.4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,114cb95b,0.42,0.42,0.0,0.0,0.42,N/A
641,Lionel Mpasi,GK,cd Congo DR,31.0,1.fr Le Havre,1994.0,4.0,4.0,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5c6b0637,0.0,0.0,0.0,0.0,0.0,N/A
642,Khuliso Mudau,DF,za South Africa,31.0,1.za Sundowns,1995.0,4.0,4.0,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75388f92,0.0,0.0,0.0,0.0,0.0,N/A
643,Tarik Muharemovic,DF,ba Bosnia–Herz,23.0,1.it Sassuolo,2003.0,3.0,3.0,259.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,426dda23,0.0,0.0,0.0,0.0,0.0,N/A
644,Miro Muheim,DF,ch Switzerland,28.0,1.de Hamburger SV,1998.0,3.0,0.0,87.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,844c6a91,0.0,0.0,0.0,0.0,0.0,MF
645,Ngal'Ayel Mukau,MF,cd Congo DR,21.0,1.fr Lille,2004.0,4.0,3.0,195.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bb461b8a,0.0,0.0,0.0,0.0,0.0,N/A
646,Mert Müldür,DF,tr Türkiye,27.0,1.tr Fenerbahçe,1999.0,3.0,1.0,101.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1295552e,0.0,0.0,0.0,0.0,0.0,N/A
647,Daniel Muñoz,DF,co Colombia,30.0,1.eng Crystal Palace,1996.0,5.0,4.0,394.0,4.4,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,778ef829,0.0,0.46,0.46,0.46,0.46,N/A
648,Petar Musa,FW,hr Croatia,28.0,1.us FC Dallas,1998.0,2.0,2.0,110.0,1.2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4567a0b4,0.0,0.82,0.82,0.82,0.82,N/A
649,Jamal Musiala,MF,de Germany,23.0,1.de Bayern Munich,2003.0,4.0,3.0,270.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2c0558b8,0.0,0.33,0.33,0.33,0.33,N/A
650,Fernando Muslera,GK,uy Uruguay,39.0,1.tr Galatasaray,1986.0,3.0,3.0,225.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a2abe631,0.0,0.0,0.0,0.0,0.0,N/A
651,Phillipp Mwene,DF,at Austria,32.0,1.de Mainz 05,1994.0,2.0,2.0,147.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2ff76adc,0.0,0.0,0.0,0.0,0.0,N/A
652,David Møller Wolfe,DF,no Norway,24.0,1.eng Wolves,2002.0,5.0,5.0,430.0,4.8,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9affc5f2,0.21,0.21,0.0,0.0,0.21,N/A
653,Yūto Nagatomo,DF,jp Japan,39.0,1.jp FC Tokyo,1986.0,1.0,0.0,16.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4b6960d2,0.0,0.0,0.0,0.0,0.0,MF
654,Keito Nakamura,MF,jp Japan,25.0,2.fr Reims,2000.0,4.0,4.0,307.0,3.4,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,d97af612,0.29,0.59,0.29,0.29,0.59,N/A
655,Abdallah Nasib,DF,jo Jordan,32.0,1.iq Al-Zawra'a SC,1994.0,3.0,3.0,260.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,aaab3072,0.0,0.0,0.0,0.0,0.0,N/A
656,Sherzod Nasrullaev,DF,uz Uzbekistan,27.0,1.uz FC Nasaf,1998.0,3.0,3.0,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,aeb0c7f7,0.0,0.0,0.0,0.0,0.0,MF
657,Duckens Nazon,FW,ht Haiti,32.0,1.ir Esteghlal,1994.0,1.0,0.0,24.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,20e87a42,0.0,0.0,0.0,0.0,0.0,MF
658,Iliman Ndiaye,FW,sn Senegal,26.0,1.eng Everton,2000.0,3.0,1.0,114.0,1.3,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,5ed97752,1.58,2.37,0.79,0.79,2.37,N/A
659,Dan Ndoye,MF,ch Switzerland,25.0,1.eng Nottingham,2000.0,6.0,5.0,406.0,4.5,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,8e697a8f,0.0,0.44,0.44,0.44,0.44,FW
660,Jayden Nelson,FW,ca Canada,23.0,1.us Austin FC,2002.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92305a81,0.0,0.0,0.0,0.0,0.0,MF
661,Ali Nemati,DF,ir IR Iran,30.0,1.ir Foolad,1996.0,3.0,3.0,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,19a221f7,0.0,0.0,0.0,0.0,0.0,N/A
662,Abduvohid Nematov,GK,uz Uzbekistan,25.0,1.uz FC Nasaf,2001.0,2.0,2.0,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25e45f2a,0.0,0.0,0.0,0.0,0.0,N/A
663,Pedro Neto,MF,pt Portugal,26.0,1.eng Chelsea,2000.0,5.0,5.0,350.0,3.9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7ba2eaa9,0.26,0.26,0.0,0.0,0.26,N/A
664,Manuel Neuer,GK,de Germany,40.0,1.de Bayern Munich,1986.0,4.0,4.0,390.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8778c910,0.0,0.0,0.0,0.0,0.0,N/A
665,João Neves,MF,pt Portugal,21.0,1.fr PSG,2004.0,5.0,4.0,390.0,4.3,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,c2a15a27,0.0,0.23,0.23,0.23,0.23,N/A
666,Rúben Neves,MF,pt Portugal,29.0,1.sa Al-Hilal,1997.0,2.0,1.0,55.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44bfb6c5,0.0,0.0,0.0,0.0,0.0,N/A
667,Neymar,FW,br Brazil,34.0,1.br Santos,1992.0,2.0,0.0,39.0,0.4,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,69384e5d,0.0,2.31,2.31,0.0,0.0,MF
668,Nathan Ngoy,DF,be Belgium,23.0,1.fr Lille,2003.0,4.0,4.0,335.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,eb7abf2e,0.0,0.0,0.0,0.0,0.0,N/A
669,Moussa Niakhaté,DF,sn Senegal,30.0,1.fr Lyon,1996.0,4.0,4.0,390.0,4.3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,00242715,0.23,0.23,0.0,0.0,0.23,N/A
670,Gustaf Nilsson,FW,se Sweden,29.0,1.be Club Brugge,1997.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a7d48b00,0.0,0.0,0.0,0.0,0.0,N/A
671,Felix Nmecha,MF,de Germany,25.0,1.de Dortmund,2000.0,4.0,4.0,270.0,3.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,091c86e2,0.33,0.67,0.33,0.33,0.67,N/A
672,Kristoffer Nordfeldt,GK,se Sweden,36.0,1.se AIK Stockholm,1989.0,2.0,2.0,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78549904,0.0,0.0,0.0,0.0,0.0,N/A
673,Tyrese Noslin,MF,cw Curaçao,23.0,1.nl Telstar,2002.0,1.0,0.0,14.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c3709bd2,0.0,0.0,0.0,0.0,0.0,N/A
674,Ernest Nuamah,MF,gh Ghana,22.0,1.fr Lyon,2003.0,3.0,1.0,89.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,234a703c,1.01,1.01,0.0,0.0,1.01,N/A
675,Matheus Nunes,DF,pt Portugal,27.0,1.eng Manchester City,1998.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,e6af02e0,0.0,0.0,0.0,0.0,0.0,MF
676,Darwin Núñez,FW,uy Uruguay,26.0,1.sa Al-Hilal,1999.0,3.0,2.0,156.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4d77b365,0.0,0.0,0.0,0.0,0.0,N/A
677,Antonio Nusa,FW,no Norway,21.0,1.de RB Leipzig,2005.0,6.0,4.0,318.0,3.5,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,4ab12002,0.0,0.28,0.28,0.28,0.28,N/A
678,Benjamin Nygren,MF,se Sweden,24.0,1.sct Celtic,2001.0,4.0,2.0,130.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,d6ebf67f,0.0,0.0,0.0,0.0,0.0,N/A
679,Ørjan Nyland,GK,no Norway,35.0,1.es Sevilla,1990.0,5.0,5.0,480.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bdedffac,0.0,0.0,0.0,0.0,0.0,N/A
680,Aiden O'Neill,MF,au Australia,27.0,1.us NYCFC,1998.0,4.0,4.0,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c7aee75b,0.0,0.0,0.0,0.0,0.0,N/A
681,Nico O'Reilly,DF,eng England,21.0,1.eng Manchester City,2005.0,7.0,5.0,461.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,91ca4a16,0.0,0.0,0.0,0.0,0.0,N/A
682,Salim Obaid,DF,jo Jordan,34.0,1.jo Al-Hussein SC,1992.0,3.0,0.0,21.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,f494bf5f,0.0,0.0,0.0,0.0,0.0,N/A
683,Armando Obispo,DF,cw Curaçao,27.0,1.nl PSV,1999.0,3.0,3.0,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2ffa6348,0.0,0.0,0.0,0.0,0.0,N/A
684,Guillermo Ochoa,GK,mx Mexico,40.0,1.cy AEL Limassol,1985.0,1.0,0.0,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e9bde92,0.0,0.0,0.0,0.0,0.0,N/A
685,Kōki Ogawa,FW,jp Japan,28.0,1.nl NEC Nijmegen,1997.0,3.0,0.0,42.0,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3d2e8955,2.14,2.14,0.0,0.0,2.14,N/A
686,Braian Ojeda,MF,py Paraguay,25.0,1.us Orlando City,2000.0,1.0,0.0,22.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60953af0,0.0,0.0,0.0,0.0,0.0,N/A
687,Noah Okafor,FW,ch Switzerland,26.0,1.eng Leeds United,2000.0,1.0,0.0,20.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ca607d59,0.0,0.0,0.0,0.0,0.0,MF
688,Ime Okon,DF,za South Africa,22.0,2.de Hannover 96,2004.0,4.0,4.0,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3cb58055,0.0,0.0,0.0,0.0,0.0,N/A
689,Paul Okon-Engstler,MF,au Australia,21.0,1.au Sydney FC,2005.0,4.0,2.0,197.0,2.2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,ecd6464a,0.46,0.46,0.0,0.0,0.46,N/A
690,Ben Old,MF,nz New Zealand,23.0,2.fr Saint-Étienne,2002.0,3.0,0.0,93.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,e14e818c,0.0,0.0,0.0,0.0,0.0,N/A
691,Michael Olise,MF,fr France,24.0,1.de Bayern Munich,2001.0,8.0,8.0,646.0,7.2,0.0,7.0,7.0,0.0,0.0,0.0,1.0,0.0,c4486bac,0.98,0.98,0.0,0.0,0.98,N/A
692,Mathías Olivera,DF,uy Uruguay,28.0,1.it Napoli,1997.0,3.0,3.0,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,41c12f75,0.0,0.0,0.0,0.0,0.0,N/A
693,Dani Olmo,MF,es Spain,28.0,1.es Barcelona,1998.0,8.0,6.0,491.0,5.5,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,ae44e8e2,0.37,0.37,0.0,0.0,0.37,N/A
694,Tani Oluwaseyi,FW,ca Canada,26.0,1.es Villarreal,2000.0,5.0,3.0,259.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950ef017,0.0,0.0,0.0,0.0,0.0,N/A
695,Ali Olwan,MF,jo Jordan,26.0,1.qa Al-Sailiya SC,2000.0,3.0,3.0,268.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,33c1d68d,0.0,0.34,0.34,0.34,0.34,N/A
696,Amadou Onana,MF,be Belgium,24.0,1.eng Aston Villa,2001.0,4.0,2.0,106.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,828657ff,0.0,0.0,0.0,0.0,0.0,N/A
697,Christopher Opéri,DF,ci Côte d'Ivoire,29.0,1.tr Başakşehir,1997.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,914bb955,0.0,0.0,0.0,0.0,0.0,N/A
698,Jerome Opoku,DF,gh Ghana,27.0,1.tr Başakşehir,1998.0,3.0,3.0,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,091d6ee5,0.0,0.0,0.0,0.0,0.0,N/A
699,Joel Ordóñez,DF,ec Ecuador,22.0,1.be Club Brugge,2004.0,3.0,3.0,225.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2990a15c,0.0,0.0,0.0,0.0,0.0,N/A
700,Jonathan Osorio,MF,ca Canada,34.0,1.us Toronto FC,1992.0,2.0,0.0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70106ff6,0.0,0.0,0.0,0.0,0.0,N/A
701,Nicolás Otamendi,DF,ar Argentina,38.0,1.pt Benfica,1988.0,7.0,1.0,247.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0d267745,0.0,0.0,0.0,0.0,0.0,N/A
702,Zakaria El Ouahdi,DF,ma Morocco,24.0,1.be Genk,2001.0,1.0,0.0,17.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a3d79d3c,0.0,0.0,0.0,0.0,0.0,MF
703,Ayoub Al-Oui,DF,qa Qatar,21.0,1.qa Al-Gharafa Sports Club,2005.0,2.0,2.0,149.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,010e5bae,0.0,0.0,0.0,0.0,0.0,N/A
704,Azzedine Ounahi,MF,ma Morocco,26.0,1.es Girona,2000.0,6.0,5.0,435.0,4.8,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,83299cc0,0.0,0.41,0.41,0.41,0.41,N/A
705,Mohammed Al-Owais,GK,sa Saudi Arabia,34.0,1.sa Al-Ula,1991.0,3.0,3.0,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,f2c060c6,0.0,0.0,0.0,0.0,0.0,N/A
706,Elisha Owusu,MF,gh Ghana,28.0,1.fr Auxerre,1997.0,3.0,2.0,151.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,e2781082,0.0,0.0,0.0,0.0,0.0,N/A
707,Mikel Oyarzabal,FW,es Spain,29.0,1.es Real Sociedad,1997.0,8.0,8.0,601.0,6.7,5.0,1.0,6.0,4.0,1.0,1.0,0.0,0.0,8c3c640c,0.15,0.9,0.75,0.6,0.75,N/A
708,Salih Özcan,MF,tr Türkiye,28.0,1.de Dortmund,1998.0,2.0,1.0,100.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15413fa5,0.0,0.0,0.0,0.0,0.0,N/A
709,Willian Pacho,DF,ec Ecuador,24.0,1.fr PSG,2001.0,4.0,4.0,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ecbe2839,0.0,0.0,0.0,0.0,0.0,N/A
710,Kendry Páez,MF,ec Ecuador,19.0,1.ar River Plate,2007.0,1.0,0.0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,f3bb9f59,0.0,0.0,0.0,0.0,0.0,N/A
711,Exequiel Palacios,DF,ar Argentina,27.0,1.de Leverkusen,1998.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,e82adcab,0.0,0.0,0.0,0.0,0.0,N/A
712,Lucas Paquetá,MF,br Brazil,28.0,1.br Flamengo,1997.0,4.0,4.0,233.0,2.6,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9b6f7fd5,0.39,0.39,0.0,0.0,0.39,N/A
713,Leandro Paredes,MF,ar Argentina,31.0,1.ar Boca Juniors,1994.0,7.0,4.0,473.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,dff153a4,0.0,0.0,0.0,0.0,0.0,N/A
714,Thomas Partey,MF,gh Ghana,33.0,1.es Villarreal,1993.0,3.0,3.0,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,529f49ab,0.0,0.0,0.0,0.0,0.0,N/A
715,Marco Pašalić,MF,hr Croatia,25.0,1.us Orlando City,2000.0,3.0,1.0,99.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1866b0f1,0.0,0.0,0.0,0.0,0.0,N/A
716,Mario Pašalić,MF,hr Croatia,31.0,1.it Atalanta,1995.0,4.0,1.0,123.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,e599253a,0.0,0.0,0.0,0.0,0.0,N/A
717,Nathan Patterson,DF,sct Scotland,24.0,1.eng Everton,2001.0,3.0,2.0,185.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230f0471,0.0,0.0,0.0,0.0,0.0,N/A
718,João Paulo Fernandes,DF,cv Cabo Verde,28.0,1.ro FCSB,1998.0,2.0,1.0,105.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afcac9da,0.0,0.0,0.0,0.0,0.0,N/A
719,Aleksandar Pavlovic,MF,de Germany,22.0,1.de Bayern Munich,2004.0,4.0,4.0,272.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2658c82f,0.0,0.0,0.0,0.0,0.0,N/A
720,Tim Payne,DF,nz New Zealand,32.0,1.au Wellington,1994.0,3.0,3.0,224.0,2.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4e86877c,0.4,0.4,0.0,0.0,0.4,N/A
721,Nicolás Paz,MF,ar Argentina,21.0,1.it Como,2004.0,2.0,1.0,71.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01bb93d5,0.0,0.0,0.0,0.0,0.0,N/A
722,Marcus Pedersen,DF,no Norway,25.0,1.it Torino,2000.0,4.0,1.0,236.0,2.6,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,596cc50e,0.0,0.38,0.38,0.38,0.38,N/A
723,Pedri,MF,es Spain,23.0,1.es Barcelona,2002.0,8.0,5.0,499.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0d9b2d31,0.0,0.0,0.0,0.0,0.0,N/A
